name,name1,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,lat,lon,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
Aviva Family and Childrens Services,Wraparound,5900 Sepulveda Boulevard,Suite 104,Van Nuys,CA,91411,2511,Los Angeles,818-980-3200,,,,http://www.aviva.org,34.1775417,-118.4655644,MH,1,,,,,,1,,,1,1,1,1,1,,,1,,,,,1,,,,,1,,,,,,,1,1,,1,1,,1,1,,,,,1,1,,1,,1,1,,1,,1,,,,,,,1,1,,,1,,1,,,,1,,,1,,,1,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,1,1,,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,
Comprehensive Psychiatric Services,,16000 Ventura Boulevard,Suite 806,Encino,CA,91436,,Los Angeles,925-944-9711,,,,http://www.psych-doctor.com,34.1558861,-118.4819255,MH,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,,,,1,,1,,1,1,,,,,,,,,1,,1,1,,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,,1,,,,,1,,,,,,,,,,,1,1,,,,,,1,1,1,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,,,,,,1,,,1,1,1,1,,,1,1,,1,,,,,1,1,1,,,,,,
PACS,Van Nuys Office,6931 Van Nuys Boulevard,Suite 200,Van Nuys,CA,91405,3995,Los Angeles,818-989-9214,Intake,818-989-9241,,http://www.pacsla.org,34.1964998,-118.4492095,MH,1,,,,,,1,,,1,1,,1,,1,1,1,1,,1,,,1,,,,1,,,,,,,,,,1,,,1,,,,1,1,1,1,,1,,,,,1,1,,,,,1,1,,,1,1,,1,,1,,,1,1,,1,1,,1,1,1,,,,,,1,1,1,,1,1,,,1,1,1,,,,1,,,1,,,,,,,1,,,,,,1,,,,1,,,1,1,1,1,1,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,1,,1,1,,,,1,1,,,,,
Star View Community Services,,1501 Hughes Way,Suite 410,Long Beach,CA,90807,,Los Angeles,562-427-6818,,,,http://www.starsinc.com/los-angeles-county/,33.8289574,-118.212868,MH,1,,,,,,1,,,1,1,1,1,,1,,1,,,,,1,,,,,1,,,,,,,,1,,1,1,,1,1,1,1,1,1,,,,1,,,,,1,,,,,,,,,1,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,1,1,1,,,,,,1,1,1,,,1,,1,,1,,,,,,,,,,,,,1,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbor UCLA Medical Center,Hospital Administration,1000 West Carson Street,,Torrance,CA,90502,,Los Angeles,424-306-6333,Intake,424-306-5700,,http://www.harbor-ucla.org,33.8307253,-118.2918447,MH,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,,,1,1,1,1,1,1,1,,,,1,1,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,,,,1,1,,1,1,1,,,,,,1,,1,,1,1,1,,,1,1,1,,1,,1,,1,1,1,1,,1,1,1,1,,,,1,1,,,,,,1,1,1,1,1,1,,,1,,1,1,,,1,,,,,1,1,,1,1,1,1,,,,,
Pacifica Hospital of the Valley,Behavioral Health,9449 San Fernando Road,BHU,Sun Valley,CA,91352,,Los Angeles,818-767-3310,Intake,818-252-2234,,http://pacificahospital.com,34.2405259,-118.3960912,MH,1,1,,,,,,,,1,,1,,,1,1,,1,,,1,,,1,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,1,,,,,,,1,1,1,,,1,1,,,,1,,1,,1,1,1,,1,,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,1,1,,,,,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Family Guidance Center,,10929 South Street,Suite 208-B,Cerritos,CA,90703,,Los Angeles,562-924-5526 x223,Intake,855-329-8080,,http://www.cfgcenter.com/,33.858736,-118.100878,MH,1,,,,,,1,,,1,1,1,1,1,1,,1,,,,1,,,,,,1,,,,,,,,1,,,,,1,1,,,,1,1,1,,1,,,1,,1,,1,,,,,,,1,1,,,1,,1,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Heritage Clinic,,3939 Atlantic Avenue,Suite 103,Long Beach,CA,90807,,Los Angeles,562-264-6001,Intake,562-264-6001 x0,,http://www.heritageclinic.org,33.8300515,-118.1853128,MH,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,1,,,1,1,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
South Bay Childrens Health Center,Child Guidance Clinic,1617 Cravens Avenue,,Torrance,CA,90501,,Los Angeles,310-328-0855,,,,http://www.sbchc.com/,33.8325793,-118.3159896,MH,1,,,,,,1,,,1,1,,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Comm MH Ctr Inc,Older Adult Services,14600 Sherman Way,Suite 100-D,Van Nuys,CA,91405,,Los Angeles,818-374-6901,,,,http://www.movinglivesforward.org,34.2007359,-118.4514653,MH,1,,,,,,,1,,1,1,1,1,,,1,,,,1,,1,,,,,1,,,,,,,1,1,1,1,,,,,,,,,,1,,1,,,1,1,1,1,,,,,,1,,1,,,,1,,,,,1,1,,,,,,,1,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,,,,,1,,,,,,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Encino Hospital Med Center,Behavioral Health,16237 Ventura Boulevard,,Encino,CA,91436,2201,Los Angeles,818-995-5002,Intake,818-968-1025,,http://www.encinomed.org,34.1574278,-118.4870017,MH,1,1,,,,,,,,1,,1,,,,,,1,,,1,,,1,,,,,,,,,,1,1,1,,1,1,,,,,,1,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,1,,1,,,1,,1,,,1,1,,,,1,,,,1,1,,,1,,,1,,1,,1,1,,,,,,,,1,,,,1,,1,1,,,1,1,1,,,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear Inc,Clear Recovery Center,201 Herondo Street,,Redondo Beach,CA,90277,,Los Angeles,877-799-1985,,,,http://www.clearrecoverycenter.com,33.854297,-118.3918234,MH,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,,,,,,1,1,1,,1,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Lakewood,4136 Ann Arbor Road,,Lakewood,CA,90712,7418,Los Angeles,866-862-3631,,,,http://centerfordiscovery.com/locations/lakewood/,33.8328551,-118.1436755,MH,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACS,Long Beach Office,3530 Atlantic Avenue,Suite 210,Long Beach,CA,90807,,Los Angeles,562-424-1886,Intake,,310-337-1550,http://www.pacsla.org,33.820836,-118.184537,MH,1,,,,,,1,,,1,1,1,1,,,,1,1,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,1,,,,,1,1,,1,1,1,,1,,,,,,1,,,1,,,1,,,1,,,,1,,1,1,,,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
California Mental Health Connection,,14305 East Morgan Street,,Baldwin Park,CA,91706,3235,Los Angeles,626-430-6197,Intakes,626-453-6234,626-430-7404,http://www.californiamhc.org,34.0879509,-117.962508,MH,1,,,,,,1,,,1,1,1,1,,,1,1,,,1,1,,,,,,1,,,,,,,1,,1,1,1,1,,1,,,,1,1,,,1,,1,1,,1,1,1,1,,,1,,1,1,,,,1,,1,,,,1,,1,1,,1,1,,,,,,,1,,1,,,1,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,
Discovery Mood and Anxiety Program,Pacific Place,350 West Wardlow Road,,Long Beach,CA,90807,,Los Angeles,562-981-8400,,,,http://www.discoverymood.com/locations/pacific-place/,33.8186444,-118.1964405,MH,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Pacific Counseling and,Treatment Center,15350 Sherman Way,Suite 200,Van Nuys,CA,91406,,Los Angeles,818-267-1100,,,,http://www.apctc.org,34.2005887,-118.4674869,MH,1,,,,,,,1,,1,1,1,,,,,1,1,,,1,,,,,,1,,,,,,,,1,1,,,,1,,,,,,,,,1,,,1,,1,,,,,,,1,,1,1,1,,1,,1,,,,1,,,1,,,1,1,,,,,,1,,1,1,,,,1,1,1,1,1,,,1,1,,,,1,,,1,,,,,,,,1,,,,1,,1,1,1,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,,,,,
Center for Discovery,Torrance,21515 Hawthorne Boulevard,Suite 370,Torrance,CA,90503,,Los Angeles,844-546-2614,,,,http://centerfordiscovery.com/locations/torrance/,33.8324959,-118.3538651,MH,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Childrens Bureau,Long Beach Office,850 East Wardlow Road,,Long Beach,CA,90807,,Los Angeles,562-981-9392,,,,http://www.childrensbureau.org,33.8187205,-118.1820248,MH,1,,,,,,1,,,1,1,1,1,,1,,1,1,,1,,1,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,1,,1,,,,1,,,1,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayfront Youth and Family Services,,900 East Wardlow Road,,Long Beach,CA,90807,,Los Angeles,562-595-4525,,,,http://www.bayfrontyouthandfamilyservices.org,33.8187148,-118.1813368,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,1,,1,1,1,,1,,1,,,1,1,,1,,,,1,,,,,,,1,,1,,,,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,
Childrens Bureau,Baldwin Park,1515 West Cameron Avenue,Suite 350,West Covina,CA,91790,2726,Los Angeles,626-337-8811,,,,http://www.all4kids.org,34.086893,-117.957312,MH,1,,,,,,1,,,1,1,1,1,,,,1,,,1,1,,,,,,1,,,,,,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,1,1,1,,1,,1,,,1,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,La Habra,2115 Las Palomas Drive,,La Habra,CA,90631,7761,Orange,866-862-3631,,,,http://centerfordiscovery.com/locations/la-habra/,33.9638412,-117.97263,MH,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Mood and Anxiety Program,Long Beach,425 East 31st Street,,Long Beach,CA,90807,,Los Angeles,866-457-5205,,,,http://discoverymood.com/locations/long-beach/,33.8136949,-118.1876309,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,,1,1,1,1,1,,1,1,1,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Treatment Programs,,6627 Valjean Avenue,,Van Nuys,CA,91406,5817,Los Angeles,800-599-8820,Intake,,818-501-3512,http://www.insighttreatment.com,34.1909681,-118.486744,MH,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,,,,,,1,,,,1,1,,,,1,,,,,,1,,,,,,1,1,,,1,,,,1,1,,,1,,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,1,1,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Hospital Cerritos,Signal Hill PHP,707 Walton Avenue,,Signal Hill,CA,90755,2728,Los Angeles,562-290-0456,,,,http://collegehospitals.org,33.8054763,-118.1836635,MH,1,,,,,1,,,,1,1,1,1,,,1,1,,,1,,1,,,,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,,1,1,,,,,1,,1,,1,,,,1,,,,1,,,1,1,,1,,,1,,,,1,1,1,,,,,,,1,1,1,,1,,,,1,,,,,1,,,,,,,,1,1,,,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Amo Hospital,,23700 Camino Del Sol,,Torrance,CA,90505,,Los Angeles,800-533-5266,,,,http://www.delamotreatment.com/,33.8115807,-118.3443229,MH,1,1,,,,,,,,1,,1,1,1,,1,1,1,,,1,,,1,,1,1,,,,,,,1,1,1,,1,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,1,,,,1,,1,,1,1,1,1,,1,1,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Counseling Center,,7247 Hayvenhurst Avenue,Suite A-8,Van Nuys,CA,91406,2852,Los Angeles,818-341-1111,Intake,818-341-1111 x3811,,http://sfvcc.org,34.2025495,-118.4936256,MH,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Comm MH Ctr Inc,Cornerstone RRR/Adult and Homeless FSP,16650 Sherman Way,,Van Nuys,CA,91406,3762,Los Angeles,818-901-4836,,,,http://www.movinglivesforward.org/,34.2007919,-118.4958392,MH,1,,,,,,,1,,1,1,1,1,,,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,1,,1,,,,,,1,,,,1,,,1,,1,1,1,,,1,,,1,,1,,,1,,1,,,,,,1,,,,1,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
Penny Lane Centers,Dr Rose Jenkins Memorial Clinic,15305 Rayen Street,,North Hills,CA,91343,5117,Los Angeles,818-892-3423,,,,http://www.pennylane.org,34.231966,-118.465914,MH,1,,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,,1,,,,,,,,,1,1,,,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,1,,,,,,1,,,,1,1,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Maryvale Family Resource Center,,2502 Huntington Drive,,Duarte,CA,91010,,Los Angeles,626-263-9133 x240,Intake,626-263-9133 x451,,http://www.maryvale.org,34.1394003,-117.9513526,MH,1,,,,,,1,,,1,1,,1,,1,1,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,,,,,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach Child and Adol Prog,,2600 Redondo Avenue,6th Floor,Long Beach,CA,90806,2301,Los Angeles,562-256-2906,,,,http://,33.8048903,-118.1507532,MH,1,,,,,,1,,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,,1,,,,1,1,1,1,,,1,1,,,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,1,,,,,1,1,1,,,,,,,1,,1,,1,1,1,1,,1,,1,1,1,1,,,,,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,,2101 Magnolia Avenue,,Long Beach,CA,90806,,Los Angeles,800-996-1051,Intake,818-996-1051,,http://www.tarzanatc.org,33.7954752,-118.198337,MH,1,,,1,,,,,,1,1,1,1,,,1,,1,,,,1,,,1,,,,,,,,,1,1,1,,1,,,1,1,1,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,Community Based Services,12510 Van Nuys Boulevard,Suite 201,Pacoima,CA,91331,,Los Angeles,818-896-2255,Intakes,844-222-2377,626-395-7100,http://www.hathaway-sycamores.org,34.2773782,-118.4050372,MH,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,Outpatient Clinic,12450 Van Nuys Boulevard,Suite 100,Pacoima,CA,91331,,Los Angeles,818-896-8366,Intakes,844-222-2377,626-395-7100,http://www.hathaway-sycamores.org/,34.2786682,-118.4040331,MH,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidance Center,Long Beach Programs,1301 Pine Avenue,,Long Beach,CA,90813,,Los Angeles,562-595-1159,Intake,562-485-3085,,http://www.tgclb.org/,33.7829538,-118.192715,MH,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,1,,,,,,,1,,,,,,1,1,,1,1,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,1,,,1,,,,1,1,1,1,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA Greater Los Angeles Healthcare Sys,Sepulveda Ambulatory Care Center,16111 Plummer Street,,North Hills,CA,91343,,Los Angeles,818-891-7711,Intake,818-891-7711 x31141,,http://,34.2444405,-118.4816375,MH,1,,,,,,,,,1,1,1,1,,1,1,1,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,1,1,1,1,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,,,,,,,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,Balboa Site,8550 Balboa Boulevard,Suite 150,Northridge,CA,91325,,Los Angeles,818-830-0200 x5641,Intake,818-739-5250,,http://www.childguidance.org,34.226198,-118.501808,MH,1,,,,,,1,,,1,1,1,1,,,,1,,,1,,1,,,,,1,,,,,,,,1,1,1,,,1,1,,,,,,,,1,1,,,1,1,1,1,,,,,,,1,1,1,,1,,1,,,,1,,,,,1,1,1,,,,,,1,,1,1,1,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,,18646 Oxnard Street,,Tarzana,CA,91356,,Los Angeles,818-996-1051,,,,http://www.tarzanatc.org,34.1795005,-118.5398534,MH,1,1,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,1,1,1,1,,,,,,,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,1,,1,1,,,,1,1,1,,,,,,1,,,1,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,Youth Services,18700 Oxnard Street,,Tarzana,CA,91356,,Los Angeles,818-654-3950,Intake,818-996-1051,,http://www.tarzanatc.org,34.180051,-118.541027,MH,1,,,,,,,,1,1,1,1,1,,,,,1,,,,1,,,,1,1,,,,,,,1,1,1,1,1,,1,1,,1,,,1,1,,,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,Tarzana Vanalden Comprehensive DBT,5358 Vanalden Avenue,,Tarzana,CA,91356,,Los Angeles,800-859-9052,,,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1685815,-118.5497346,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,Tarzana Aura,5435 Aura Avenue,,Tarzana,CA,91356,,Los Angeles,800-859-9052,,,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1700583,-118.5549478,MH,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,Reseda,7101 Baird Avenue,,Reseda,CA,91335,,Los Angeles,818-342-5897,Intake,800-996-1051,,http://www.tarzanatc.org,34.19943,-118.537494,MH,1,,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,1,1,,,,,,,1,1,1,,1,,1,1,1,,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
